Rok;Imię;Liczba;Płeć
2004;ILONA;115;K
2004;WIOLETTA;113;K
2004;JOWITA;112;K
2004;TATIANA;110;K
2004;SABINA;109;K
2004;ADA;108;K
2004;LUIZA;108;K
2004;IZABELLA;107;K
2004;ADRIANA;104;K
2004;AMANDA;98;K
2004;FAUSTYNA;98;K
2004;ESTERA;97;K
2004;SAMANTA;96;K
2004;OLIMPIA;95;K
2004;WIOLETA;94;K
2004;KONSTANCJA;88;K
2004;MARZENA;88;K
2004;ALINA;83;K
2004;KRYSTYNA;83;K
2004;ALEXANDRA;78;K
2004;DOBROSŁAWA;76;K
2004;IDA;75;K
2004;OKTAWIA;74;K
2004;MAYA;71;K
2004;VIKTORIA;70;K
2004;MICHELLE;69;K
2004;BIANKA;67;K
2004;NELA;65;K
2004;TERESA;63;K
2004;INEZ;62;K
2004;MIRIAM;62;K
2004;BLANKA;61;K
2004;LILIANNA;58;K
2004;MARIOLA;58;K
2004;EMMA;54;K
2004;JADWIGA;54;K
2004;JUDYTA;54;K
2004;MELANIA;53;K
2004;NOEMI;53;K
2004;VERONICA;50;K
2004;CLAUDIA;49;K
2004;ELWIRA;48;K
2004;INES;48;K
2004;TAMARA;47;K
2004;CELINA;46;K
2004;RENATA;45;K
2004;DŻESIKA;44;K
2004;KSENIA;43;K
2004;HONORATA;41;K
2004;APOLONIA;40;K
2004;JAGNA;38;K
2004;NIKOL;38;K
2004;DANUTA;37;K
2004;JENNIFER;36;K
2004;EMILY;35;K
2004;SARAH;35;K
2004;SOFIA;35;K
2004;DANIELA;34;K
2004;LUCYNA;34;K
2004;MARCELA;34;K
2004;NATALIE;33;K
2004;ERYKA;32;K
2004;JAŚMINA;32;K
2004;NICOL;32;K
2004;OLA;32;K
2004;RAMONA;32;K
2004;VERONIKA;32;K
2004;IRENA;31;K
2004;NIKOLETTA;31;K
2004;BERNADETA;30;K
2004;BOŻENA;30;K
2004;MARTINA;30;K
2004;KASANDRA;27;K
2004;ALDONA;26;K
2004;ANDREA;26;K
2004;BRYGIDA;26;K
2004;ARLETA;25;K
2004;GIULIA;25;K
2004;NIKOLINA;25;K
2004;OKSANA;25;K
2004;SIMONA;25;K
2004;BOGUMIŁA;24;K
2004;DOBROCHNA;24;K
2004;IRMINA;24;K
2004;NEL;24;K
2004;SOPHIE;24;K
2004;JESSIKA;23;K
2004;ANGELINA;22;K
2004;BERNADETTA;22;K
2004;GRETA;22;K
2004;ISABELLA;22;K
2004;LARYSA;22;K
2004;MAJKA;22;K
2004;STEFANIA;22;K
2004;ADELA;21;K
2004;GLORIA;21;K
2004;JESIKA;21;K
2004;MELISA;21;K
2004;RAYANA;21;K
2004;BOGNA;20;K
2004;CHIARA;20;K
2004;ELENA;20;K
2004;JASMIN;20;K
2004;LILIA;20;K
2004;NELLY;20;K
2004;NICOLL;20;K
2004;JANINA;19;K
2004;MARCJANNA;19;K
2004;RITA;19;K
2004;ALICE;18;K
2004;CAROLINE;18;K
2004;DONATA;18;K
2004;EVA;18;K
2004;GAJA;18;K
2004;GRACJANA;18;K
2004;HALINA;18;K
2004;MALINA;18;K
2004;PATRICIA;18;K
2004;ANGELA;17;K
2004;BERENIKA;17;K
2004;GABRIELLA;17;K
2004;IZA;17;K
2004;LEA;17;K
2004;LINDA;17;K
2004;SOPHIA;17;K
2004;VITTORIA;17;K
2004;ANASTASIA;16;K
2004;ANGELICA;16;K
2004;CAROLINA;16;K
2004;DOBRAWA;16;K
2004;LETYCJA;16;K
2004;MARITA;16;K
2004;PAOLA;16;K
2004;REGINA;16;K
2004;ROXANA;16;K
2004;STELLA;16;K
2004;CAMILLA;15;K
2004;DALIA;15;K
2004;ELISA;15;K
2004;ISMENA;15;K
2004;KAREN;15;K
2004;ORIANA;15;K
2004;PAMELA;15;K
2004;WANDA;15;K
2004;DAJANA;14;K
2004;ERIKA;14;K
2004;GRAŻYNA;14;K
2004;MANUELA;14;K
2004;MARIAM;14;K
2004;MIRELLA;14;K
2004;NIKOLETA;14;K
2004;SABRINA;14;K
2004;WIRGINIA;14;K
2004;ABIGAIL;13;K
2004;ALICIA;13;K
2004;ANASTASIIA;13;K
2004;EMANUELA;13;K
2004;JASMINA;13;K
2004;JULIANA;13;K
2004;MARIETTA;13;K
2004;KATERYNA;12;K
2004;KLAUDYNA;12;K
2004;MARIE;12;K
2004;MIA;12;K
2004;MICHAELA;12;K
2004;NASTAZJA;12;K
2004;NICOLETTA;12;K
2004;ŻAKLINA;12;K
2004;ALESSANDRA;11;K
2004;ALESSIA;11;K
2004;ELIZABETH;11;K
2004;GAIA;11;K
2004;IMAN;11;K
2004;KAYA;11;K
2004;LARA;11;K
2004;LUDWIKA;11;K
2004;MONICA;11;K
2004;ANTONIA;10;K
2004;CECYLIA;10;K
2004;CHANTAL;10;K
2004;CLARA;10;K
2004;FABIANA;10;K
2004;FRANCESCA;10;K
2004;IDALIA;10;K
2004;KLEMENTYNA;10;K
2004;LISA;10;K
2004;MELANIE;10;K
2004;OLEKSANDRA;10;K
2004;SAMIRA;10;K
2004;SOFIIA;10;K
2004;SYNTIA;10;K
2004;VIVIEN;10;K
2004;AMINA;9;K
2004;ANIA;9;K
2004;BOGUSŁAWA;9;K
2004;DAGNA;9;K
2004;DOBROMIŁA;9;K
2004;EMILA;9;K
2004;EMILIE;9;K
2004;FATIMA;9;K
2004;JESICA;9;K
2004;KHAVA;9;K
2004;KORNELA;9;K
2004;MAIA;9;K
2004;MEGAN;9;K
2004;MIRA;9;K
2004;MIRANDA;9;K
2004;NATASHA;9;K
2004;NATHALIE;9;K
2004;REBEKA;9;K
2004;SUSANNA;9;K
2004;ARLETTA;8;K
2004;ELEONORA;8;K
2004;EUNIKA;8;K
2004;FIONA;8;K
2004;ISABEL;8;K
2004;JÓZEFINA;8;K
2004;KESJA;8;K
2004;LIGIA;8;K
2004;MARYLA;8;K
2004;MELISSA;8;K
2004;MILA;8;K
2004;MIRELA;8;K
2004;NADZIEJA;8;K
2004;NAOMI;8;K
2004;POLINA;8;K
2004;RACHELA;8;K
2004;ROMA;8;K
2004;SILVIA;8;K
2004;VALENTINA;8;K
2004;WALERIA;8;K
2004;YASMIN;8;K
2004;ZOE;8;K
2004;ALEXIA;7;K
2004;ALISA;7;K
2004;AMELIE;7;K
2004;DANA;7;K
2004;DELFINA;7;K
2004;GRACE;7;K
2004;HIACYNTA;7;K
2004;JACQUELINE;7;K
2004;JENIFER;7;K
2004;JULIE;7;K
2004;JULIETTE;7;K
2004;KIARA;7;K
2004;KIRA;7;K
2004;KRISTINA;7;K
2004;LUCIA;7;K
2004;MADINA;7;K
2004;MARINA;7;K
2004;NELLA;7;K
2004;NOA;7;K
2004;SAMANTHA;7;K
2004;YANA;7;K
2004;ALENA;6;K
2004;AMIT;6;K
2004;ANASTASIYA;6;K
2004;BIANCA;6;K
2004;CARLA;6;K
2004;CARMEN;6;K
2004;CHLOE;6;K
2004;CINDY;6;K
2004;DEBORA;6;K
2004;HANNAH;6;K
2004;ISABELLE;6;K
2004;KARMEN;6;K
2004;KATHARINA;6;K
2004;KATHERINE;6;K
2004;KATIA;6;K
2004;KRZYSZTOFA;6;K
2004;LAUREN;6;K
2004;LEILA;6;K
2004;LÉA;6;K
2004;LILA;6;K
2004;LIVIA;6;K
2004;LORENA;6;K
2004;LUDMIŁA;6;K
2004;MARTHA;6;K
2004;MICHELLA;6;K
2004;NADINE;6;K
2004;NADJA;6;K
2004;NELL;6;K
2004;SALMA;6;K
2004;TANZILA;6;K
2004;TOLA;6;K
2004;VIOLETTA;6;K
2004;YAEL;6;K
2004;ZOJA;6;K
2004;ADI;5;K
2004;ALMA;5;K
2004;AMALIA;5;K
2004;AMIRA;5;K
2004;AMY;5;K
2004;ANA;5;K
2004;ANIKA;5;K
2004;ANNIKA;5;K
2004;ARIADNA;5;K
2004;AYA;5;K
2004;DANIELLA;5;K
2004;DENISE;5;K
2004;ELINA;5;K
2004;GRACJA;5;K
2004;HELEN;5;K
2004;INGRID;5;K
2004;KASJANA;5;K
2004;LETIZIA;5;K
2004;LIA;5;K
2004;LILLA;5;K
2004;LIZA;5;K
2004;LUKRECJA;5;K
2004;MARIIA;5;K
2004;MARKHA;5;K
2004;MIKA;5;K
2004;MIROSŁAWA;5;K
2004;NIKITA;5;K
2004;NOELIA;5;K
2004;OLENA;5;K
2004;RONI;5;K
2004;SELIN;5;K
2004;SHIRA;5;K
2004;SONJA;5;K
2004;SUSAN;5;K
2004;SUZANNE;5;K
2004;TARA;5;K
2004;TIFFANY;5;K
2004;WERA;5;K
2004;YASMINA;5;K
2004;YELYZAVETA;5;K
2005;JAKUB;15802;M
2005;KACPER;12513;M
2005;MATEUSZ;9939;M
2005;MICHAŁ;6691;M
2005;SZYMON;6166;M
2005;BARTOSZ;5536;M
2005;DAWID;5498;M
2005;KAMIL;5270;M
2005;MACIEJ;4811;M
2005;PIOTR;4656;M
2005;PAWEŁ;4543;M
2005;PATRYK;4418;M
2005;FILIP;4377;M
2005;MIKOŁAJ;3906;M
2005;KAROL;3902;M
2005;DOMINIK;3639;M
2005;WIKTOR;3588;M
2005;JAN;3246;M
2005;IGOR;3067;M
2005;ADAM;2997;M
2005;OSKAR;2968;M
2005;BARTŁOMIEJ;2906;M
2005;ADRIAN;2700;M
2005;HUBERT;2643;M
2005;ŁUKASZ;2614;M
2005;WOJCIECH;2465;M
2005;SEBASTIAN;2355;M
2005;KRZYSZTOF;2282;M
2005;OLIWIER;2261;M
2005;KRYSTIAN;2236;M
2005;TOMASZ;2196;M
2005;MARCIN;2154;M
2005;DAMIAN;2109;M
2005;MAKSYMILIAN;2070;M
2005;KONRAD;1963;M
2005;ALEKSANDER;1925;M
2005;DANIEL;1713;M
2005;MIŁOSZ;1667;M
2005;MARCEL;1552;M
2005;ANTONI;1448;M
2005;NIKODEM;1140;M
2005;ALAN;1139;M
2005;RAFAŁ;1071;M
2005;PRZEMYSŁAW;1044;M
2005;FRANCISZEK;1026;M
2005;ERYK;1024;M
2005;STANISŁAW;928;M
2005;GRZEGORZ;874;M
2005;NORBERT;872;M
2005;ARTUR;793;M
2005;RADOSŁAW;779;M
2005;FABIAN;726;M
2005;GABRIEL;685;M
2005;BŁAŻEJ;666;M
2005;ARKADIUSZ;624;M
2005;GRACJAN;621;M
2005;TYMOTEUSZ;617;M
2005;MAREK;608;M
2005;OLAF;594;M
2005;ROBERT;555;M
2005;BRAJAN;455;M
2005;CEZARY;432;M
2005;KAJETAN;425;M
2005;KUBA;414;M
2005;ANDRZEJ;406;M
2005;JULIAN;376;M
2005;JACEK;363;M
2005;MARIUSZ;357;M
2005;OLIVIER;349;M
2005;TOBIASZ;314;M
2005;SEWERYN;306;M
2005;EMIL;300;M
2005;DARIUSZ;284;M
2005;KSAWERY;284;M
2005;KEWIN;280;M
2005;ALEKS;272;M
2005;TYMON;263;M
2005;IGNACY;256;M
2005;KORNEL;254;M
2005;CYPRIAN;237;M
2005;JĘDRZEJ;234;M
2005;DORIAN;233;M
2005;BORYS;221;M
2005;ALBERT;200;M
2005;OLIWER;200;M
2005;NATAN;195;M
2005;KLAUDIUSZ;194;M
2005;JAROSŁAW;192;M
2005;REMIGIUSZ;174;M
2005;MAKSYM;169;M
2005;OLIVER;166;M
2005;ALEX;163;M
2005;DAVID;162;M
2005;ALEXANDER;156;M
2005;SAMUEL;155;M
2005;ERNEST;152;M
2005;WITOLD;152;M
2005;DENIS;151;M
2005;LEON;142;M
2005;SYLWESTER;139;M
2005;KEVIN;137;M
2005;MARCELI;133;M
2005;IWO;128;M
2005;JERZY;124;M
2005;NATANIEL;123;M
2005;MARTIN;114;M
2005;BRUNO;112;M
2005;SŁAWOMIR;105;M
2005;BENIAMIN;103;M
2005;JULIUSZ;102;M
2005;KSAWIER;98;M
2005;SERGIUSZ;98;M
2005;JEREMI;92;M
2005;STEFAN;91;M
2005;ALEKSY;90;M
2005;KORDIAN;87;M
2005;MAXIMILIAN;87;M
2005;OKTAWIAN;86;M
2005;KASPER;81;M
2005;OLGIERD;81;M
2005;JÓZEF;79;M
2005;NIKOLAS;79;M
2005;NICOLAS;77;M
2005;MICHAEL;76;M
2005;JOACHIM;73;M
2005;JONASZ;73;M
2005;TADEUSZ;72;M
2005;JANUSZ;71;M
2005;RYSZARD;71;M
2005;AMADEUSZ;69;M
2005;PATRICK;69;M
2005;MIESZKO;67;M
2005;OSCAR;59;M
2005;MILAN;58;M
2005;PASCAL;57;M
2005;JACOB;55;M
2005;ROMAN;54;M
2005;JONATAN;53;M
2005;ZBIGNIEW;53;M
2005;KORNELIUSZ;52;M
2005;MIROSŁAW;52;M
2005;EMANUEL;51;M
2005;SZCZEPAN;51;M
2005;KRYSPIN;48;M
2005;FRYDERYK;47;M
2005;KASJAN;47;M
2005;MATTHEW;47;M
2005;ARON;46;M
2005;MAURYCY;46;M
2005;GUSTAW;45;M
2005;GERARD;42;M
2005;VICTOR;42;M
2005;BRIAN;41;M
2005;ROCH;41;M
2005;JEREMIASZ;40;M
2005;KONSTANTY;38;M
2005;IRENEUSZ;37;M
2005;LESZEK;37;M
2005;MAKS;36;M
2005;MAX;35;M
2005;XAVIER;35;M
2005;KAZIMIERZ;34;M
2005;LEONARD;34;M
2005;EMILIAN;33;M
2005;NICHOLAS;33;M
2005;BOGDAN;32;M
2005;PASKAL;32;M
2005;THOMAS;31;M
2005;TYTUS;31;M
2005;SIMON;30;M
2005;CHRISTIAN;29;M
2005;BERNARD;28;M
2005;BRYAN;28;M
2005;WŁADYSŁAW;28;M
2005;ERWIN;27;M
2005;HENRYK;27;M
2005;MATTEO;27;M
2005;ZIEMOWIT;27;M
2005;ALESSANDRO;26;M
2005;JUSTIN;25;M
2005;NATHAN;25;M
2005;TEODOR;25;M
2005;BENEDYKT;24;M
2005;FLORIAN;24;M
2005;JONATHAN;24;M
2005;LUCJAN;24;M
2005;BENJAMIN;23;M
2005;FELIKS;23;M
2005;HUGO;23;M
2005;JAKOB;23;M
2005;PHILIP;23;M
2005;VIKTOR;23;M
2005;WALDEMAR;23;M
2005;CHRISTOPHER;22;M
2005;LUKAS;22;M
2005;MARCO;22;M
2005;WILLIAM;22;M
2005;BRAIAN;21;M
2005;BRAYAN;21;M
2005;CYRYL;21;M
2005;ERIC;21;M
2005;LUCAS;21;M
2005;ANTHONY;20;M
2005;BOGUSŁAW;20;M
2005;BRUNON;20;M
2005;DOMINIC;20;M
2005;ERIK;20;M
2005;JORDAN;20;M
2005;PAUL;20;M
2005;TRISTAN;20;M
2005;CASPER;19;M
2005;ELIASZ;19;M
2005;VINCENT;19;M
2005;DENNIS;18;M
2005;DYLAN;18;M
2005;EDWARD;18;M
2005;KLEMENS;18;M
2005;OLEG;18;M
2005;TYCJAN;18;M
2005;ANTONIO;17;M
2005;ARIEL;17;M
2005;BOGUMIŁ;17;M
2005;KRZESIMIR;17;M
2005;MANUEL;17;M
2005;MAXIM;17;M
2005;OMAR;17;M
2005;DAVIDE;16;M
2005;DIEGO;16;M
2005;KARIM;16;M
2005;KOSMA;16;M
2005;ALEXANDRE;15;M
2005;BOLESŁAW;15;M
2005;JOSHUA;15;M
2005;LEONARDO;15;M
2005;LUDWIK;15;M
2005;NICO;15;M
2005;RYAN;15;M
2005;SIMONE;15;M
2005;ALI;14;M
2005;FRANCESCO;14;M
2005;JOHN;14;M
2005;MIRON;14;M
2005;OLEKSANDR;14;M
2005;ZACHARIASZ;14;M
2005;CRISTIAN;13;M
2005;KAI;13;M
2005;LUCA;13;M
2005;MARIAN;13;M
2005;MARKUS;13;M
2005;AARON;12;M
2005;ANDREA;12;M
2005;DANYLO;12;M
2005;GIOVANNI;12;M
2005;JAROMIR;12;M
2005;KRISTIAN;12;M
2005;MATTIA;12;M
2005;NATANAEL;12;M
2005;NOAH;12;M
2005;ROLAND;12;M
2005;SAMBOR;12;M
2005;SERAFIN;12;M
2005;AMIR;11;M
2005;ANGELO;11;M
2005;ARTEM;11;M
2005;ARTHUR;11;M
2005;AXEL;11;M
2005;JOSEPH;11;M
2005;PAOLO;11;M
2005;PETER;11;M
2005;RAFAEL;11;M
2005;BOGUSZ;10;M
2005;BOHDAN;10;M
2005;FABIO;10;M
2005;IVAN;10;M
2005;JACK;10;M
2005;LIAM;10;M
2005;NOEL;10;M
2005;PATRIK;10;M
2005;ROY;10;M
2005;WACŁAW;10;M
2005;ADRIANO;9;M
2005;ALLAN;9;M
2005;ANTON;9;M
2005;BAZYLI;9;M
2005;CONRAD;9;M
2005;DANIELE;9;M
2005;DENYS;9;M
2005;DUSTIN;9;M
2005;EDWIN;9;M
2005;FELIX;9;M
2005;GABRIELE;9;M
2005;IAN;9;M
2005;IDO;9;M
2005;IVO;9;M
2005;JOEL;9;M
2005;KAJ;9;M
2005;LIWIUSZ;9;M
2005;MARIO;9;M
2005;MARK;9;M
2005;MARTYN;9;M
2005;MAXYMILIAN;9;M
2005;NATHANIEL;9;M
2005;NIKLAS;9;M
2005;SAJMON;9;M
2005;THEO;9;M
2005;TOBIAS;9;M
2005;TYBERIUSZ;9;M
2005;VLADYSLAV;9;M
2005;DANIIL;8;M
2005;DENIZ;8;M
2005;DYMITR;8;M
2005;EDGAR;8;M
2005;LORENZO;8;M
2005;MAIK;8;M
2005;MAKARY;8;M
2005;NIKITA;8;M
2005;PATRYCJUSZ;8;M
2005;RAYAN;8;M
2005;ROGER;8;M
2005;SANTIAGO;8;M
2005;TOM;8;M
2005;WIT;8;M
2005;ABDUL;7;M
2005;ALESSIO;7;M
2005;ANDREAS;7;M
2005;ARIAN;7;M
2005;AURELIUSZ;7;M
2005;BARTEK;7;M
2005;BEN;7;M
2005;BRANDON;7;M
2005;EMMANUEL;7;M
2005;FEDERICO;7;M
2005;FRANK;7;M
2005;GASPAR;7;M
2005;GIACOMO;7;M
2005;GIUSEPPE;7;M
2005;HIERONIM;7;M
2005;IWAN;7;M
2005;JASON;7;M
2005;JEAN;7;M
2005;LECH;7;M
2005;LOUIS;7;M
2005;MAGOMED;7;M
2005;MAKSIM;7;M
2005;MATHIAS;7;M
2005;MAXIMILLIAN;7;M
2005;NOAM;7;M
2005;OKTAWIUSZ;7;M
2005;PHILIPP;7;M
2005;PIETRO;7;M
2005;RICARDO;7;M
2005;ROBERTO;7;M
2005;SAMI;7;M
2005;SAMUELE;7;M
2005;SEAN;7;M
2005;TEOFIL;7;M
2005;TOMAS;7;M
2005;VOLODYMYR;7;M
2005;WAWRZYNIEC;7;M
2005;WINCENTY;7;M
2005;ZYGMUNT;7;M
2005;AHMED;6;M
2005;AKSEL;6;M
2005;ANATOL;6;M
2005;ANDREW;6;M
2005;ARMANDO;6;M
2005;ARSEN;6;M
2005;AVIV;6;M
2005;COLIN;6;M
2005;DAMIANO;6;M
2005;DAN;6;M
2005;DOMINICK;6;M
2005;HERBERT;6;M
2005;IDAN;6;M
2005;ISLAM;6;M
2005;JONAS;6;M
2005;JUSTYN;6;M
2005;LEO;6;M
2005;MARC;6;M
2005;MARCELIN;6;M
2005;MARCUS;6;M
2005;MARKO;6;M
2005;MATEO;6;M
2005;MICHEL;6;M
2005;MICHELE;6;M
2005;MIKE;6;M
2005;PABLO;6;M
2005;PEDRO;6;M
2005;PHILLIP;6;M
2005;RAFFAELE;6;M
2005;RAMZAN;6;M
2005;RICCARDO;6;M
2005;RUBEN;6;M
2005;TIM;6;M
2005;TIMOTHY;6;M
2005;TOMMASO;6;M
2005;VALENTINO;6;M
2005;XAWERY;6;M
2005;ZACHARY;6;M
2005;ADRIEN;5;M
2005;ANDRII;5;M
2005;ARMIN;5;M
2005;AUGUST;5;M
2005;DASTIN;5;M
2005;DMYTRO;5;M
2005;DOMENICO;5;M
2005;EMRE;5;M
2005;GABOR;5;M
2005;GAWEŁ;5;M
2005;JACOPO;5;M
2005;JAMES;5;M
2005;MATHIEU;5;M
2005;MAXIME;5;M
2005;MELCHIOR;5;M
2005;MOHAMED;5;M
2005;NORMAN;5;M
2005;OREST;5;M
2005;QUANG;5;M
2005;RAUL;5;M
2005;RONI;5;M
2005;TOMER;5;M
2005;VINCENZO;5;M
2005;VITALII;5;M
2005;YUVAL;5;M
2005;JULIA;14232;K
2005;WIKTORIA;11580;K
2005;NATALIA;9694;K
2005;ALEKSANDRA;8696;K
2005;OLIWIA;8581;K
2005;ZUZANNA;6589;K
2005;MARTYNA;5936;K
2005;WERONIKA;5735;K
2005;KAROLINA;5406;K
2005;AMELIA;4809;K
2005;MAJA;4585;K
2005;ANNA;3810;K
2005;PATRYCJA;3808;K
2005;KINGA;3766;K
2005;KLAUDIA;3599;K
2005;MAGDALENA;3505;K
2005;NIKOLA;3423;K
2005;EMILIA;3329;K
2005;DOMINIKA;3044;K
2005;PAULINA;2874;K
2005;KATARZYNA;2871;K
2005;GABRIELA;2774;K
2005;ALICJA;2610;K
2005;MARTA;2571;K
2005;ZOFIA;2477;K
2005;MARIA;2340;K
2005;AGATA;1885;K
2005;MAŁGORZATA;1687;K
2005;DARIA;1563;K
2005;HANNA;1552;K
2005;JOANNA;1547;K
2005;KAMILA;1546;K
2005;SANDRA;1359;K
2005;LAURA;1301;K
2005;ROKSANA;1248;K
2005;JUSTYNA;1189;K
2005;MILENA;1134;K
2005;IZABELA;1072;K
2005;AGNIESZKA;1052;K
2005;MONIKA;994;K
2005;KORNELIA;949;K
2005;NADIA;909;K
2005;JAGODA;907;K
2005;OLGA;893;K
2005;ANGELIKA;863;K
2005;IGA;733;K
2005;EWA;701;K
2005;BARBARA;662;K
2005;EWELINA;644;K
2005;LENA;624;K
2005;MARCELINA;596;K
2005;SARA;552;K
2005;SYLWIA;551;K
2005;MICHALINA;529;K
2005;MALWINA;510;K
2005;NINA;501;K
2005;ADRIANNA;477;K
2005;KAJA;473;K
2005;KARINA;435;K
2005;ELIZA;431;K
2005;JULITA;421;K
2005;ANTONINA;417;K
2005;URSZULA;382;K
2005;NICOLE;373;K
2005;ANASTAZJA;364;K
2005;DAGMARA;361;K
2005;MARIKA;348;K
2005;POLA;343;K
2005;ŁUCJA;322;K
2005;MATYLDA;322;K
2005;OLIVIA;306;K
2005;VANESSA;298;K
2005;JESSICA;280;K
2005;ANDŻELIKA;279;K
2005;MARLENA;279;K
2005;NICOLA;259;K
2005;DOROTA;254;K
2005;ANITA;252;K
2005;VICTORIA;251;K
2005;KALINA;249;K
2005;LIDIA;249;K
2005;BEATA;233;K
2005;MAGDA;222;K
2005;RÓŻA;221;K
2005;HELENA;220;K
2005;KLARA;218;K
2005;ANETA;213;K
2005;SONIA;200;K
2005;ROZALIA;196;K
2005;WANESSA;194;K
2005;PAULA;193;K
2005;ANIELA;192;K
2005;OTYLIA;184;K
2005;LIWIA;180;K
2005;NATASZA;172;K
2005;LILIANA;165;K
2005;MARIANNA;164;K
2005;EDYTA;159;K
2005;INGA;150;K
2005;DIANA;144;K
2005;JULIANNA;140;K
2005;ELŻBIETA;131;K
2005;ADA;129;K
2005;BLANKA;129;K
2005;SABINA;129;K
2005;TATIANA;121;K
2005;AURELIA;117;K
2005;ESTERA;114;K
2005;FAUSTYNA;113;K
2005;SAMANTA;109;K
2005;IWONA;107;K
2005;WANESA;104;K
2005;WIOLETTA;104;K
2005;LUIZA;101;K
2005;JOLANTA;99;K
2005;AMANDA;97;K
2005;ŻANETA;97;K
2005;ADRIANA;91;K
2005;ILONA;89;K
2005;IZABELLA;89;K
2005;JOWITA;89;K
2005;MAYA;86;K
2005;IDA;85;K
2005;ALEXANDRA;81;K
2005;KONSTANCJA;81;K
2005;NELA;79;K
2005;OLIMPIA;79;K
2005;BIANKA;78;K
2005;OKTAWIA;76;K
2005;KRYSTYNA;75;K
2005;MARZENA;75;K
2005;TERESA;75;K
2005;MICHELLE;74;K
2005;LILIANNA;73;K
2005;INEZ;71;K
2005;NOEMI;69;K
2005;VIKTORIA;69;K
2005;WIOLETA;65;K
2005;JUDYTA;64;K
2005;ALINA;61;K
2005;MELANIA;59;K
2005;EMMA;56;K
2005;DANIELA;55;K
2005;NATALIE;54;K
2005;TAMARA;54;K
2005;CLAUDIA;53;K
2005;VERONICA;51;K
2005;MARIOLA;50;K
2005;RENATA;50;K
2005;MIRIAM;49;K
2005;INES;44;K
2005;EMILY;43;K
2005;SARAH;41;K
2005;DŻESIKA;40;K
2005;JADWIGA;40;K
2005;DOBROSŁAWA;39;K
2005;MARCELA;39;K
2005;VERONIKA;39;K
2005;ELWIRA;38;K
2005;MAJKA;38;K
2005;ANTONIA;37;K
2005;HONORATA;37;K
2005;NIKOL;37;K
2005;SIMONA;37;K
2005;JAGNA;35;K
2005;NEL;35;K
2005;NICOL;35;K
2005;GIULIA;34;K
2005;SOFIA;34;K
2005;SOPHIE;34;K
2005;DANUTA;33;K
2005;GLORIA;33;K
2005;RITA;33;K
2005;APOLONIA;32;K
2005;JESSIKA;32;K
2005;JAŚMINA;31;K
2005;KSENIA;31;K
2005;OLA;31;K
2005;ANGELA;28;K
2005;BOŻENA;28;K
2005;JANINA;28;K
2005;LUCYNA;28;K
2005;ANGELINA;27;K
2005;GAJA;27;K
2005;JESIKA;27;K
2005;MIA;27;K
2005;BERNADETTA;26;K
2005;CELINA;26;K
2005;ELENA;26;K
2005;NIKOLETTA;26;K
2005;RAMONA;26;K
2005;IRENA;25;K
2005;KASANDRA;25;K
2005;LEA;25;K
2005;BRYGIDA;24;K
2005;JENNIFER;24;K
2005;JESICA;24;K
2005;WANDA;24;K
2005;ERYKA;23;K
2005;SOPHIA;23;K
2005;STELLA;23;K
2005;ISABELLA;22;K
2005;NATHALIE;22;K
2005;BERNADETA;21;K
2005;BOGNA;21;K
2005;CAROLINE;21;K
2005;MARTINA;21;K
2005;PATRICIA;21;K
2005;IRMINA;20;K
2005;MALINA;20;K
2005;OKSANA;20;K
2005;ALDONA;19;K
2005;AMELIE;19;K
2005;ARLETA;19;K
2005;BOGUMIŁA;19;K
2005;LARA;19;K
2005;MELISA;19;K
2005;CAROLINA;18;K
2005;DOBROCHNA;18;K
2005;GRETA;18;K
2005;JASMINA;18;K
2005;MARCJANNA;18;K
2005;PAMELA;18;K
2005;ADELA;17;K
2005;ANASTASIA;17;K
2005;ANDREA;17;K
2005;DALIA;17;K
2005;LARYSA;17;K
2005;MANUELA;17;K
2005;MARITA;17;K
2005;MICHAELA;17;K
2005;NICOLL;17;K
2005;SAMIRA;17;K
2005;DONATA;16;K
2005;IZA;16;K
2005;LIVIA;16;K
2005;CLARA;15;K
2005;ELISA;15;K
2005;EVA;15;K
2005;GRAŻYNA;15;K
2005;JASMIN;15;K
2005;NAOMI;15;K
2005;SABRINA;15;K
2005;ANGELICA;14;K
2005;GRACJANA;14;K
2005;MARYLA;14;K
2005;MELISSA;14;K
2005;MIRELLA;14;K
2005;NELLY;14;K
2005;STEFANIA;14;K
2005;ALESSIA;13;K
2005;ALICIA;13;K
2005;AMINA;13;K
2005;ANIKA;13;K
2005;BIANCA;13;K
2005;CHIARA;13;K
2005;DOBROMIŁA;13;K
2005;EMANUELA;13;K
2005;HALINA;13;K
2005;NIKOLINA;13;K
2005;RAYANA;13;K
2005;VIKTORIIA;13;K
2005;ALESSANDRA;12;K
2005;BERENIKA;12;K
2005;EMILIE;12;K
2005;FATIMA;12;K
2005;GAIA;12;K
2005;KAYA;12;K
2005;LILIA;12;K
2005;LISA;12;K
2005;MARIETTA;12;K
2005;OLENA;12;K
2005;REGINA;12;K
2005;ALICE;11;K
2005;ANASTASIIA;11;K
2005;CECYLIA;11;K
2005;IMAN;11;K
2005;INKA;11;K
2005;JÓZEFINA;11;K
2005;KLEMENTYNA;11;K
2005;MATILDA;11;K
2005;MILA;11;K
2005;NADJA;11;K
2005;SAMANTHA;11;K
2005;TOLA;11;K
2005;WIRGINIA;11;K
2005;HANNAH;10;K
