Rok;Imię;Liczba;Płeć
2000;JAKUB;14497;M
2000;MATEUSZ;11454;M
2000;KACPER;8898;M
2000;MICHAŁ;8498;M
2000;PATRYK;7743;M
2000;DAWID;7063;M
2000;KAMIL;6842;M
2000;PIOTR;5608;M
2000;SZYMON;5486;M
2000;PAWEŁ;5109;M
2000;MACIEJ;4596;M
2000;BARTOSZ;4544;M
2000;DAMIAN;4514;M
2000;DOMINIK;4488;M
2000;ADRIAN;4302;M
2000;MARCIN;3773;M
2000;ŁUKASZ;3683;M
2000;KRZYSZTOF;3599;M
2000;DANIEL;3564;M
2000;SEBASTIAN;3559;M
2000;TOMASZ;3353;M
2000;FILIP;3337;M
2000;ADAM;3267;M
2000;BARTŁOMIEJ;3178;M
2000;KAROL;3084;M
2000;MIKOŁAJ;3083;M
2000;KRYSTIAN;3037;M
2000;HUBERT;2861;M
2000;KONRAD;2667;M
2000;WOJCIECH;2640;M
2000;RAFAŁ;2331;M
2000;JAN;2259;M
2000;PRZEMYSŁAW;2115;M
2000;OSKAR;1785;M
2000;GRZEGORZ;1712;M
2000;WIKTOR;1707;M
2000;ARKADIUSZ;1513;M
2000;ALEKSANDER;1340;M
2000;ARTUR;1329;M
2000;RADOSŁAW;1287;M
2000;ROBERT;1110;M
2000;MAREK;1057;M
2000;ERYK;1028;M
2000;MARCEL;965;M
2000;NORBERT;926;M
2000;MARIUSZ;822;M
2000;ANDRZEJ;783;M
2000;MAKSYMILIAN;769;M
2000;JACEK;757;M
2000;MIŁOSZ;745;M
2000;DARIUSZ;717;M
2000;CEZARY;695;M
2000;IGOR;693;M
2000;BŁAŻEJ;658;M
2000;GABRIEL;564;M
2000;JAROSŁAW;459;M
2000;ALAN;428;M
2000;STANISŁAW;422;M
2000;GRACJAN;375;M
2000;NIKODEM;375;M
2000;EMIL;369;M
2000;ALBERT;367;M
2000;ANTONI;327;M
2000;DENIS;282;M
2000;ERNEST;281;M
2000;FABIAN;277;M
2000;SŁAWOMIR;277;M
2000;TOBIASZ;277;M
2000;TYMOTEUSZ;269;M
2000;OLAF;261;M
2000;JĘDRZEJ;256;M
2000;SYLWESTER;256;M
2000;FRANCISZEK;248;M
2000;SEWERYN;247;M
2000;REMIGIUSZ;246;M
2000;KAJETAN;239;M
2000;KUBA;202;M
2000;KORNEL;195;M
2000;KEWIN;189;M
2000;BRAJAN;184;M
2000;JULIAN;164;M
2000;MARTIN;161;M
2000;KEVIN;159;M
2000;DORIAN;151;M
2000;CYPRIAN;145;M
2000;JANUSZ;143;M
2000;MARCELI;142;M
2000;WITOLD;140;M
2000;AMADEUSZ;137;M
2000;NATAN;129;M
2000;OLIWIER;117;M
2000;MIROSŁAW;116;M
2000;DAVID;115;M
2000;JERZY;114;M
2000;BENIAMIN;105;M
2000;ROMAN;100;M
2000;ZBIGNIEW;99;M
2000;SAMUEL;98;M
2000;BORYS;95;M
2000;KORDIAN;88;M
2000;JÓZEF;86;M
2000;JULIUSZ;83;M
2000;ALEKS;82;M
2000;OLIWER;82;M
2000;SZCZEPAN;81;M
2000;TADEUSZ;79;M
2000;IGNACY;77;M
2000;KLAUDIUSZ;77;M
2000;MAKSYM;77;M
2000;NICOLAS;77;M
2000;RYSZARD;76;M
2000;ALEXANDER;75;M
2000;BRUNO;75;M
2000;JONASZ;74;M
2000;WALDEMAR;71;M
2000;ALEKSY;70;M
2000;MICHAEL;70;M
2000;ALEX;67;M
2000;BOGDAN;66;M
2000;EMANUEL;65;M
2000;JONATAN;64;M
2000;IRENEUSZ;61;M
2000;OLGIERD;60;M
2000;ERWIN;59;M
2000;SERGIUSZ;59;M
2000;NIKOLAS;55;M
2000;OLIVER;54;M
2000;JEREMI;53;M
2000;LESZEK;53;M
2000;PATRICK;53;M
2000;KASPER;52;M
2000;KORNELIUSZ;52;M
2000;STEFAN;51;M
2000;JOACHIM;50;M
2000;MIESZKO;46;M
2000;IWO;45;M
2000;OKTAWIAN;45;M
2000;MAXIMILIAN;44;M
2000;MAURYCY;43;M
2000;NATANIEL;42;M
2000;JEREMIASZ;38;M
2000;TYMON;37;M
2000;FRYDERYK;36;M
2000;EMILIAN;35;M
2000;KRYSPIN;35;M
2000;BERNARD;33;M
2000;CHRISTIAN;33;M
2000;GERARD;33;M
2000;THOMAS;33;M
2000;WŁADYSŁAW;33;M
2000;BOGUSŁAW;32;M
2000;KASJAN;32;M
2000;LEON;32;M
2000;HENRYK;31;M
2000;KSAWERY;31;M
2000;ELIASZ;30;M
2000;KONSTANTY;30;M
2000;ARON;28;M
2000;DENNIS;27;M
2000;MATTHEW;27;M
2000;JORDAN;26;M
2000;MATTEO;26;M
2000;ROLAND;26;M
2000;MARCO;25;M
2000;MARIAN;25;M
2000;NICHOLAS;25;M
2000;OSCAR;25;M
2000;SIMON;25;M
2000;FLORIAN;24;M
2000;GUSTAW;24;M
2000;KAZIMIERZ;23;M
2000;MILAN;22;M
2000;PAUL;22;M
2000;PHILIP;22;M
2000;ZACHARIASZ;21;M
2000;CHRISTOPHER;20;M
2000;JACOB;20;M
2000;PASCAL;20;M
2000;TYTUS;20;M
2000;BENJAMIN;19;M
2000;LEONARD;19;M
2000;LUKAS;19;M
2000;BOGUMIŁ;18;M
2000;ANDREAS;17;M
2000;BOGUSZ;17;M
2000;OLIVIER;17;M
2000;OMAR;17;M
2000;VICTOR;17;M
2000;BRIAN;16;M
2000;LUCA;16;M
2000;LUCJAN;16;M
2000;PETER;16;M
2000;ZIEMOWIT;16;M
2000;ALESSANDRO;15;M
2000;BENEDYKT;15;M
2000;DASTIN;15;M
2000;EDWIN;15;M
2000;JOHN;15;M
2000;KOSMA;15;M
2000;LUCAS;15;M
2000;MARIO;15;M
2000;MARK;15;M
2000;MARKUS;15;M
2000;OLEKSANDR;15;M
2000;WIESŁAW;15;M
2000;ARIEL;14;M
2000;BRANDON;14;M
2000;DAVIDE;14;M
2000;ERIK;14;M
2000;MAX;14;M
2000;NICO;14;M
2000;NORMAN;14;M
2000;VIKTOR;14;M
2000;ANTONIO;13;M
2000;ARNOLD;13;M
2000;BRUNON;13;M
2000;EDGAR;13;M
2000;ERIC;13;M
2000;JONATHAN;13;M
2000;JUSTIN;13;M
2000;LUDWIK;13;M
2000;MARTYN;13;M
2000;MIRON;13;M
2000;NIKITA;13;M
2000;ANGELO;12;M
2000;CRISTIAN;12;M
2000;MARKO;12;M
2000;MICHEL;12;M
2000;ROCH;12;M
2000;VLADYSLAV;12;M
2000;ANTON;11;M
2000;IVAN;11;M
2000;JAROMIR;11;M
2000;KRISTIAN;11;M
2000;MANUEL;11;M
2000;NATHAN;11;M
2000;PATRYCJUSZ;11;M
2000;ROBIN;11;M
2000;SIMONE;11;M
2000;TRISTAN;11;M
2000;VINCENT;11;M
2000;BOLESŁAW;10;M
2000;BRYAN;10;M
2000;EDWARD;10;M
2000;FELIKS;10;M
2000;IAN;10;M
2000;KARIM;10;M
2000;PHILIPP;10;M
2000;WACŁAW;10;M
2000;WILLIAM;10;M
2000;WŁODZIMIERZ;10;M
2000;ZYGMUNT;10;M
2000;AARON;9;M
2000;ALEXANDRE;9;M
2000;ANDREA;9;M
2000;ARMIN;9;M
2000;CHRYSTIAN;9;M
2000;CYRYL;9;M
2000;DARIO;9;M
2000;JAMES;9;M
2000;JOSHUA;9;M
2000;KLEMENS;9;M
2000;KRZESIMIR;9;M
2000;MATTHIAS;9;M
2000;MICHAL;9;M
2000;MOHAMED;9;M
2000;PASKAL;9;M
2000;ALI;8;M
2000;ANDREW;8;M
2000;ANDRIY;8;M
2000;ANTHONY;8;M
2000;ARTHUR;8;M
2000;BARTEK;8;M
2000;BOHDAN;8;M
2000;CZESŁAW;8;M
2000;JAKOB;8;M
2000;LEO;8;M
2000;MIECZYSŁAW;8;M
2000;OLEH;8;M
2000;PATRIK;8;M
2000;ROGER;8;M
2000;WINCENTY;8;M
2000;AMIR;7;M
2000;BEN;7;M
2000;BRAYAN;7;M
2000;DENIZ;7;M
2000;DMYTRO;7;M
2000;DUSTIN;7;M
2000;ENRICO;7;M
2000;GAWEŁ;7;M
2000;HUGO;7;M
2000;IDO;7;M
2000;JOEL;7;M
2000;JOSEPH;7;M
2000;LEONARDO;7;M
2000;MARSEL;7;M
2000;MICHELE;7;M
2000;NICOLA;7;M
2000;NIKO;7;M
2000;RAFAEL;7;M
2000;RICHARD;7;M
2000;SAMI;7;M
2000;STEVEN;7;M
2000;SYMEON;7;M
2000;TYCJAN;7;M
2000;VOLODYMYR;7;M
2000;AHMED;6;M
2000;ALBERTO;6;M
2000;ALWARO;6;M
2000;ARTEM;6;M
2000;BASTIAN;6;M
2000;CONRAD;6;M
2000;FELIX;6;M
2000;FRANCESCO;6;M
2000;GIACOMO;6;M
2000;GIUSEPPE;6;M
2000;MAGOMED;6;M
2000;MAKARY;6;M
2000;MARC;6;M
2000;MARCELIN;6;M
2000;MARCJAN;6;M
2000;NOE;6;M
2000;OMER;6;M
2000;PAVLO;6;M
2000;RADEK;6;M
2000;RAJMUND;6;M
2000;RAPHAEL;6;M
2000;TOM;6;M
2000;WAWRZYNIEC;6;M
2000;ZENON;6;M
2000;ADRIANO;5;M
2000;ALBIN;5;M
2000;AMIT;5;M
2000;ARIAN;5;M
2000;ARMAN;5;M
2000;ARMANDO;5;M
2000;AXEL;5;M
2000;BRONISŁAW;5;M
2000;CLAUDIO;5;M
2000;DANYLO;5;M
2000;DENYS;5;M
2000;DIEGO;5;M
2000;DOMINIC;5;M
2000;DYMITR;5;M
2000;EMMANUEL;5;M
2000;GIOVANNI;5;M
2000;GUY;5;M
2000;HOANG;5;M
2000;ISMAIL;5;M
2000;IVO;5;M
2000;JACK;5;M
2000;JAREMA;5;M
2000;KAI;5;M
2000;KHAMZAT;5;M
2000;KYLE;5;M
2000;LORENZO;5;M
2000;MAIK;5;M
2000;MAJKEL;5;M
2000;MAKS;5;M
2000;MATHIAS;5;M
2000;MAXIM;5;M
2000;MIKE;5;M
2000;MYKOLA;5;M
2000;MYKYTA;5;M
2000;NATANAEL;5;M
2000;NAZAR;5;M
2000;OLEG;5;M
2000;OMRI;5;M
2000;OREST;5;M
2000;PHILLIP;5;M
2000;RADOMIR;5;M
2000;RICARDO;5;M
2000;RONALD;5;M
2000;RUBEN;5;M
2000;RYAN;5;M
2000;SALVATORE;5;M
2000;SANDRO;5;M
2000;SANTIAGO;5;M
2000;SEAN;5;M
2000;SEMIR;5;M
2000;SERAFIN;5;M
2000;TOMAS;5;M
2000;NATALIA;11511;K
2000;ALEKSANDRA;10940;K
2000;WIKTORIA;10144;K
2000;JULIA;10074;K
2000;WERONIKA;9680;K
2000;KAROLINA;7886;K
2000;KLAUDIA;6992;K
2000;PAULINA;6245;K
2000;PATRYCJA;5841;K
2000;KATARZYNA;5793;K
2000;ANNA;5104;K
2000;MAGDALENA;4845;K
2000;DOMINIKA;4502;K
2000;MARTYNA;3419;K
2000;ZUZANNA;3297;K
2000;OLIWIA;3269;K
2000;MARTA;3050;K
2000;KINGA;3005;K
2000;AGATA;2813;K
2000;KAMILA;2781;K
2000;SANDRA;2570;K
2000;AGNIESZKA;2550;K
2000;MONIKA;2541;K
2000;JOANNA;2450;K
2000;GABRIELA;2300;K
2000;JUSTYNA;2268;K
2000;ALICJA;2179;K
2000;DARIA;2117;K
2000;ANGELIKA;2065;K
2000;IZABELA;1842;K
2000;MARIA;1710;K
2000;MAŁGORZATA;1598;K
2000;SYLWIA;1576;K
2000;EMILIA;1503;K
2000;EWELINA;1334;K
2000;NIKOLA;1322;K
2000;MAJA;1275;K
2000;EWA;1112;K
2000;SARA;1071;K
2000;LAURA;1069;K
2000;MILENA;1066;K
2000;ROKSANA;1010;K
2000;ADRIANNA;981;K
2000;ZOFIA;916;K
2000;BARBARA;915;K
2000;OLGA;799;K
2000;JAGODA;684;K
2000;MARCELINA;647;K
2000;ANETA;644;K
2000;ANITA;634;K
2000;MICHALINA;559;K
2000;BEATA;534;K
2000;MARLENA;526;K
2000;KORNELIA;524;K
2000;DOROTA;512;K
2000;ELIZA;491;K
2000;DAGMARA;486;K
2000;URSZULA;471;K
2000;EDYTA;456;K
2000;HANNA;407;K
2000;KARINA;401;K
2000;KAJA;400;K
2000;IGA;399;K
2000;JULITA;385;K
2000;PAULA;337;K
2000;IWONA;335;K
2000;NICOLE;328;K
2000;MAGDA;325;K
2000;ANDŻELIKA;316;K
2000;ŻANETA;292;K
2000;ILONA;287;K
2000;MALWINA;280;K
2000;SABINA;277;K
2000;WIOLETTA;277;K
2000;NINA;270;K
2000;ELŻBIETA;268;K
2000;DIANA;254;K
2000;MARIKA;239;K
2000;LIDIA;227;K
2000;JOLANTA;225;K
2000;JESSICA;221;K
2000;MARZENA;219;K
2000;WIOLETA;208;K
2000;ŁUCJA;196;K
2000;SONIA;185;K
2000;ADRIANA;179;K
2000;MARIOLA;166;K
2000;VICTORIA;160;K
2000;MATYLDA;156;K
2000;IZABELLA;155;K
2000;NADIA;149;K
2000;NICOLA;139;K
2000;JOWITA;138;K
2000;AMANDA;133;K
2000;LUIZA;132;K
2000;MARIANNA;130;K
2000;FAUSTYNA;125;K
2000;LENA;122;K
2000;RENATA;121;K
2000;ADA;117;K
2000;ESTERA;116;K
2000;AMELIA;115;K
2000;ANTONINA;113;K
2000;HELENA;108;K
2000;ANASTAZJA;107;K
2000;RÓŻA;106;K
2000;KLARA;102;K
2000;JULIANNA;101;K
2000;POLA;97;K
2000;ALINA;92;K
2000;VANESSA;92;K
2000;OKTAWIA;90;K
2000;KRYSTYNA;86;K
2000;KALINA;84;K
2000;OLIVIA;84;K
2000;DANIELA;79;K
2000;CLAUDIA;73;K
2000;HONORATA;73;K
2000;SAMANTA;72;K
2000;JADWIGA;70;K
2000;OLIMPIA;68;K
2000;ROZALIA;67;K
2000;NICOL;66;K
2000;NIKOL;65;K
2000;AURELIA;64;K
2000;MARCELA;64;K
2000;BERNADETA;63;K
2000;DŻESIKA;63;K
2000;MICHELLE;62;K
2000;TERESA;62;K
2000;ANIELA;61;K
2000;INGA;60;K
2000;ELWIRA;59;K
2000;DANUTA;58;K
2000;JUDYTA;58;K
2000;PAMELA;58;K
2000;ALEXANDRA;56;K
2000;KONSTANCJA;56;K
2000;NATASZA;56;K
2000;VIKTORIA;56;K
2000;INEZ;55;K
2000;LILIANA;53;K
2000;MIRIAM;53;K
2000;BOŻENA;51;K
2000;ARLETA;50;K
2000;ALDONA;48;K
2000;BLANKA;47;K
2000;ERYKA;47;K
2000;IDA;47;K
2000;LUCYNA;46;K
2000;OLA;43;K
2000;NIKOLETTA;41;K
2000;SARAH;41;K
2000;MELANIA;40;K
2000;NOEMI;40;K
2000;ANGELA;39;K
2000;JESIKA;38;K
2000;WANESSA;38;K
2000;CELINA;37;K
2000;TATIANA;37;K
2000;MANUELA;36;K
2000;IRENA;35;K
2000;KASANDRA;35;K
2000;VERONICA;35;K
2000;BERNADETTA;34;K
2000;BOGUMIŁA;34;K
2000;MARIETTA;34;K
2000;ANDREA;33;K
2000;WANESA;32;K
2000;INES;31;K
2000;LIWIA;30;K
2000;NIKOLINA;30;K
2000;VERONIKA;30;K
2000;MARTINA;29;K
2000;BOGNA;28;K
2000;DONATA;28;K
2000;JENNIFER;28;K
2000;GRAŻYNA;27;K
2000;DAJANA;26;K
2000;EMANUELA;26;K
2000;ŻAKLINA;26;K
2000;KSENIA;25;K
2000;MARYLA;25;K
2000;NATALIE;25;K
2000;STEFANIA;25;K
2000;TAMARA;25;K
2000;MARITA;24;K
2000;NIKOLETA;24;K
2000;SIMONA;24;K
2000;WANDA;24;K
2000;EMMA;23;K
2000;JESSIKA;23;K
2000;LILIANNA;23;K
2000;MAYA;23;K
2000;NELA;22;K
2000;SOFIA;22;K
2000;SOPHIE;22;K
2000;BRYGIDA;21;K
2000;CAROLINE;21;K
2000;GLORIA;21;K
2000;IRMINA;21;K
2000;IZA;21;K
2000;JAŚMINA;20;K
2000;MAJKA;20;K
2000;MIRELLA;20;K
2000;SABRINA;20;K
2000;ANGELINA;19;K
2000;EMILA;19;K
2000;ERIKA;19;K
2000;KLAUDYNA;19;K
2000;BOGUSŁAWA;18;K
2000;DALIA;18;K
2000;GRETA;18;K
2000;MARCJANNA;18;K
2000;MICHAELA;18;K
2000;PATRICIA;18;K
2000;REGINA;18;K
2000;STELLA;18;K
2000;ADELA;17;K
2000;ARLETTA;17;K
2000;BIANKA;17;K
2000;EMILY;17;K
2000;ISABELLA;17;K
2000;MIRELA;17;K
2000;JANINA;16;K
2000;PAOLA;16;K
2000;VIOLETTA;16;K
2000;HALINA;15;K
2000;KORNELA;15;K
2000;JESICA;14;K
2000;WALERIA;14;K
2000;WIRGINIA;14;K
2000;ANASTASIA;13;K
2000;ANASTASIIA;13;K
2000;NEL;13;K
2000;NICOLETTA;13;K
2000;RAMONA;13;K
2000;CHIARA;12;K
2000;DEBORA;12;K
2000;GIULIA;12;K
2000;KAMILLA;12;K
2000;LARYSA;12;K
2000;MONICA;12;K
2000;RITA;12;K
2000;ANIKA;11;K
2000;BERENIKA;11;K
2000;ELENA;11;K
2000;JASMIN;11;K
2000;LINDA;11;K
2000;LUDWIKA;11;K
2000;MALINA;11;K
2000;NOA;11;K
2000;OKSANA;11;K
2000;OLENA;11;K
2000;OTYLIA;11;K
2000;SYLVIA;11;K
2000;ANGELICA;10;K
2000;DELFINA;10;K
2000;DOBRAWA;10;K
2000;FATIMA;10;K
2000;GAJA;10;K
2000;GRACJANA;10;K
2000;KATHERINE;10;K
2000;MARIE;10;K
2000;MELANIE;10;K
2000;RAFAELA;10;K
2000;WALENTYNA;10;K
2000;CAROLINA;9;K
2000;ELIZABETH;9;K
2000;EVA;9;K
2000;GABRIELLA;9;K
2000;IRYNA;9;K
2000;JÓZEFINA;9;K
2000;LISA;9;K
2000;LUISA;9;K
2000;MARIETA;9;K
2000;MELISA;9;K
2000;MIROSŁAWA;9;K
2000;ORIANA;9;K
2000;PALOMA;9;K
2000;SYNTIA;9;K
2000;VALENTINA;9;K
2000;VITTORIA;9;K
2000;ABIGAIL;8;K
2000;ALESSANDRA;8;K
2000;ANTONIA;8;K
2000;BALBINA;8;K
2000;EVELINA;8;K
2000;FLORENTYNA;8;K
2000;IDALIA;8;K
2000;ISABEL;8;K
2000;ISMENA;8;K
2000;JACQUELINE;8;K
2000;JAGNA;8;K
2000;JANA;8;K
2000;JULIANA;8;K
2000;KATHARINA;8;K
2000;KESJA;8;K
2000;KLEMENTYNA;8;K
2000;LETYCJA;8;K
2000;LORENA;8;K
2000;MARGARETA;8;K
2000;MARINA;8;K
2000;MELISSA;8;K
2000;MIRANDA;8;K
2000;NATHALIE;8;K
2000;PATRIZIA;8;K
2000;ALICE;7;K
2000;ANA;7;K
2000;ARIADNA;7;K
2000;ARIANA;7;K
2000;BENITA;7;K
2000;CARMEN;7;K
2000;CECYLIA;7;K
2000;CHANTAL;7;K
2000;CHRISTINA;7;K
2000;DAGNA;7;K
2000;ELISA;7;K
2000;FELICJA;7;K
2000;JASMINA;7;K
2000;KRZYSZTOFA;7;K
2000;LEA;7;K
2000;LUDMIŁA;7;K
2000;NADINE;7;K
2000;ROBERTA;7;K
2000;SILVIA;7;K
2000;VIKTORIIA;7;K
2000;ŻAKLIN;7;K
2000;AMINA;6;K
2000;APOLONIA;6;K
2000;ARIANNA;6;K
2000;AURORA;6;K
2000;BIANCA;6;K
2000;CAMILA;6;K
2000;DOBROCHNA;6;K
2000;ELISABETH;6;K
2000;EMILIE;6;K
2000;ESMERALDA;6;K
2000;FRANCESCA;6;K
2000;FRYDERYKA;6;K
2000;HIACYNTA;6;K
2000;JAGIENKA;6;K
2000;JENNY;6;K
2000;KAMELIA;6;K
2000;KAYA;6;K
2000;KRISTINA;6;K
2000;LARA;6;K
2000;LIVIA;6;K
2000;MAKKA;6;K
2000;MARYAM;6;K
2000;MEGAN;6;K
2000;MIRA;6;K
2000;NELLY;6;K
2000;OLEKSANDRA;6;K
2000;RACHELA;6;K
2000;REBEKA;6;K
2000;ROXANA;6;K
2000;SOFIYA;6;K
2000;SUSANNA;6;K
2000;YAEL;6;K
2000;YANA;6;K
2000;YULIYA;6;K
2000;AGATHA;5;K
2000;AIDA;5;K
2000;ALESSIA;5;K
2000;ANDŻELINA;5;K
2000;ANNETTE;5;K
2000;ANNIKA;5;K
2000;ARKADIA;5;K
2000;CARLA;5;K
2000;CAROLIN;5;K
2000;CLARA;5;K
2000;CRISTINA;5;K
2000;ELEONORA;5;K
2000;EUNIKA;5;K
2000;IMAN;5;K
2000;INGRID;5;K
2000;JASMINE;5;K
2000;JOHANNA;5;K
2000;JULIE;5;K
2000;KARMEN;5;K
2000;KATRINA;5;K
2000;KELLY;5;K
2000;KHRYSTYNA;5;K
2000;KSYMENA;5;K
2000;LIGIA;5;K
2000;LILIA;5;K
2000;LINA;5;K
2000;LIZA;5;K
2000;MADINA;5;K
2000;MARYNA;5;K
2000;MICHELA;5;K
2000;NASTAZJA;5;K
2000;NATASHA;5;K
2000;NICOLL;5;K
2000;RAYANA;5;K
2000;REBECCA;5;K
2000;ROMA;5;K
2000;ROMINA;5;K
2000;RONI;5;K
2000;SALOMEA;5;K
2000;SAMANTHA;5;K
2000;SAMIRA;5;K
2000;SHIR;5;K
2000;SHIRA;5;K
2000;STANISŁAWA;5;K
2000;SYBILLA;5;K
2000;TAL;5;K
2000;TANZILA;5;K
2000;VIKTORIYA;5;K
2000;VIVIEN;5;K
2000;YASMIN;5;K
2000;YUVAL;5;K
2000;ZYTA;5;K
2001;JAKUB;18612;M
2001;MATEUSZ;9899;M
2001;KACPER;8569;M
2001;MICHAŁ;8529;M
2001;DAWID;7203;M
2001;PATRYK;6800;M
2001;KAMIL;6115;M
2001;PIOTR;5444;M
2001;SZYMON;4971;M
2001;BARTOSZ;4562;M
2001;PAWEŁ;4487;M
2001;MACIEJ;4375;M
2001;DOMINIK;4369;M
2001;ADAM;3721;M
2001;SEBASTIAN;3699;M
2001;ŁUKASZ;3617;M
2001;ADRIAN;3483;M
2001;DAMIAN;3429;M
2001;FILIP;3376;M
2001;KRYSTIAN;3333;M
2001;MIKOŁAJ;3260;M
2001;MARCIN;3131;M
2001;KRZYSZTOF;2990;M
2001;TOMASZ;2911;M
2001;DANIEL;2746;M
2001;WOJCIECH;2712;M
2001;BARTŁOMIEJ;2699;M
2001;HUBERT;2658;M
2001;WIKTOR;2406;M
2001;KONRAD;2316;M
2001;JAN;2309;M
2001;KAROL;2286;M
2001;MIŁOSZ;1927;M
2001;RAFAŁ;1889;M
2001;OSKAR;1755;M
2001;PRZEMYSŁAW;1680;M
2001;GRZEGORZ;1519;M
2001;ALEKSANDER;1270;M
2001;ARKADIUSZ;1243;M
2001;RADOSŁAW;1158;M
2001;KLAUDIUSZ;1148;M
2001;ARTUR;1059;M
2001;ERYK;1028;M
2001;MAKSYMILIAN;985;M
2001;IGOR;972;M
2001;ROBERT;937;M
2001;MAREK;929;M
2001;MARCEL;890;M
2001;NORBERT;826;M
2001;MARIUSZ;645;M
2001;ANDRZEJ;612;M
2001;BŁAŻEJ;586;M
2001;JACEK;575;M
2001;GABRIEL;566;M
2001;DARIUSZ;561;M
2001;CEZARY;542;M
2001;NIKODEM;511;M
2001;ALAN;484;M
2001;STANISŁAW;465;M
2001;GRACJAN;456;M
2001;JAROSŁAW;400;M
2001;ANTONI;387;M
2001;REMIGIUSZ;347;M
2001;EMIL;332;M
2001;KAJETAN;304;M
2001;TYMOTEUSZ;294;M
2001;OLAF;292;M
2001;FRANCISZEK;291;M
2001;FABIAN;285;M
2001;ALBERT;276;M
2001;TOBIASZ;249;M
2001;DENIS;241;M
2001;JĘDRZEJ;241;M
2001;ERNEST;227;M
2001;KUBA;227;M
2001;SYLWESTER;221;M
2001;SEWERYN;219;M
2001;SŁAWOMIR;217;M
2001;JULIAN;216;M
2001;KEWIN;191;M
2001;KORNEL;189;M
2001;OLIWIER;185;M
2001;DORIAN;156;M
2001;NATAN;144;M
2001;CYPRIAN;143;M
2001;MARTIN;141;M
2001;WITOLD;137;M
2001;KEVIN;134;M
2001;MARCELI;122;M
2001;DAVID;121;M
2001;AMADEUSZ;120;M
2001;JULIUSZ;120;M
2001;ALEKS;115;M
2001;JANUSZ;113;M
2001;JERZY;113;M
2001;SAMUEL;110;M
2001;BRUNO;107;M
2001;IGNACY;104;M
2001;OLIWER;104;M
2001;BORYS;101;M
2001;KORDIAN;96;M
2001;MIROSŁAW;94;M
2001;SZCZEPAN;94;M
2001;ALEXANDER;92;M
2001;MICHAEL;90;M
2001;BRAJAN;87;M
2001;ZBIGNIEW;85;M
2001;BENIAMIN;84;M
2001;MAKSYM;83;M
2001;ROMAN;83;M
2001;ALEX;75;M
2001;JÓZEF;75;M
2001;JONASZ;74;M
2001;RYSZARD;74;M
2001;TADEUSZ;72;M
2001;PATRICK;69;M
2001;IRENEUSZ;67;M
2001;EMANUEL;64;M
2001;ALEKSY;63;M
2001;OLIVER;62;M
2001;JOACHIM;61;M
2001;SERGIUSZ;61;M
2001;TYMON;60;M
2001;STEFAN;59;M
2001;OLGIERD;57;M
2001;LEON;56;M
2001;NIKOLAS;56;M
2001;BOGDAN;54;M
2001;JONATAN;54;M
2001;WALDEMAR;53;M
2001;NICOLAS;51;M
2001;JEREMI;49;M
2001;KASPER;49;M
2001;NATANIEL;49;M
2001;KORNELIUSZ;48;M
2001;MIESZKO;48;M
2001;OLIVIER;48;M
2001;IWO;46;M
2001;OKTAWIAN;44;M
2001;FRYDERYK;43;M
2001;MAURYCY;43;M
2001;THOMAS;43;M
2001;LESZEK;41;M
2001;KRYSPIN;39;M
2001;MAXIMILIAN;38;M
2001;GERARD;36;M
2001;ERWIN;35;M
2001;MATTHEW;35;M
2001;CHRISTIAN;34;M
2001;EMILIAN;34;M
2001;JEREMIASZ;34;M
2001;KSAWERY;33;M
2001;BERNARD;32;M
2001;PHILIP;31;M
2001;KAZIMIERZ;30;M
2001;MATTEO;30;M
2001;JACOB;28;M
2001;BOGUSŁAW;26;M
2001;KASJAN;26;M
2001;KONSTANTY;26;M
2001;VICTOR;26;M
2001;GUSTAW;25;M
2001;PASCAL;25;M
2001;SIMON;25;M
2001;FLORIAN;24;M
2001;NICHOLAS;24;M
2001;OSCAR;24;M
2001;ARIEL;22;M
2001;ROLAND;22;M
2001;ALESSANDRO;21;M
2001;BOGUMIŁ;21;M
2001;DENNIS;21;M
2001;ELIASZ;21;M
2001;JONATHAN;21;M
2001;MARCO;21;M
2001;WŁADYSŁAW;21;M
2001;ANDREAS;20;M
2001;JORDAN;20;M
2001;TYTUS;20;M
2001;BRIAN;19;M
2001;EDWARD;19;M
2001;LUCJAN;19;M
2001;WIESŁAW;19;M
2001;LEONARD;18;M
2001;BENJAMIN;17;M
2001;BRUNON;17;M
2001;LUKAS;17;M
2001;MILAN;17;M
2001;ANGELO;16;M
2001;DMYTRO;16;M
2001;EDWIN;16;M
2001;KOSMA;16;M
2001;MARKUS;16;M
2001;PAUL;16;M
2001;BOGUSZ;15;M
2001;DAVIDE;15;M
2001;ERIC;15;M
2001;LUCA;15;M
2001;MARIAN;15;M
2001;ZIEMOWIT;15;M
2001;CRISTIAN;14;M
2001;DASTIN;14;M
2001;HENRYK;14;M
2001;LUCAS;14;M
2001;PETER;14;M
2001;TEODOR;14;M
2001;ARON;13;M
2001;CHRISTOPHER;13;M
2001;CHRYSTIAN;13;M
2001;ERIK;13;M
2001;FELIKS;13;M
2001;FRANCESCO;13;M
2001;HUGO;13;M
2001;KLEMENS;13;M
2001;LEONARDO;13;M
2001;MAGOMED;13;M
2001;MAKARY;13;M
2001;MARCELIN;13;M
2001;MARK;13;M
2001;MICHELE;13;M
2001;TOBIAS;13;M
2001;ANTON;12;M
